filename,view,psnr_unique3d,ssim_unique3d,lpips_unique3d,clip_sim_unique3d,psnr_zero123,ssim_zero123,lpips_zero123,clip_sim_zero123
Saccharomyces_Boulardii_MOS_Value_Size,right,8.933808845620895,0.7581525152744489,0.5014904737472534,76.625,10.210034177410705,0.7002084542123346,0.4832836985588074,74.875
Saccharomyces_Boulardii_MOS_Value_Size,back,11.488223103331483,0.7474177895841286,0.4056469798088074,81.3125,11.887819604101665,0.8603414391209427,0.3107107877731323,116.5
Schleich_Lion_Action_Figure,front,14.206352225869166,0.8457637833347967,0.13034042716026306,105.3125,14.802885279503045,0.8668582222237796,0.14056068658828735,105.125
Schleich_Lion_Action_Figure,left,13.971793543041002,0.9015575979797392,0.2424764484167099,110.875,11.019227799495084,0.8473531375868926,0.3412844240665436,108.75
Schleich_Lion_Action_Figure,right,12.989257769266956,0.8719651356712762,0.28053927421569824,103.5,10.39027336358576,0.8295560860288639,0.3938945531845093,102.875
Schleich_Lion_Action_Figure,back,14.328218401492522,0.849420462665876,0.21097898483276367,97.9375,10.98959275186397,0.8331539137330454,0.28370487689971924,97.5
Schleich_S_Bayala_Unicorn_70432,front,14.126829858041852,0.8587455133929414,0.21452966332435608,106.625,14.485079318041516,0.8774955175887867,0.18433772027492523,114.5
Schleich_S_Bayala_Unicorn_70432,left,11.50232728141718,0.8084774583145276,0.40049463510513306,114.0,11.42307110859846,0.8279111089647161,0.4280672073364258,115.6875
Schleich_S_Bayala_Unicorn_70432,right,11.792333539169505,0.8135507053804171,0.42031580209732056,111.9375,12.844020203789093,0.8557234979634226,0.3090042471885681,108.0625
Schleich_S_Bayala_Unicorn_70432,back,15.068869008972959,0.8446700570968468,0.23123079538345337,88.8125,15.29007342982718,0.8768164341756516,0.21677905321121216,82.5
SCHOOL_BUS,front,21.030754804760914,0.9433672005291481,0.04695260524749756,122.375,11.605183940127768,0.870931212818016,0.21580377221107483,116.125
SCHOOL_BUS,left,10.421511490894462,0.8414193404652791,0.30185872316360474,93.8125,8.984450863523023,0.7430605065016688,0.44389092922210693,94.1875
SCHOOL_BUS,right,10.320464951958426,0.8418989890774209,0.3247467875480652,95.625,7.804258818183558,0.7522404933429006,0.502317488193512,104.0625
SCHOOL_BUS,back,14.856854623299146,0.8945662670247252,0.20156440138816833,102.8125,13.407427540580032,0.889426318168764,0.24276067316532135,109.125
SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW,front,5.859099286177751,0.6475385524947482,0.5415536761283875,104.1875,8.152334214431562,0.7710099056844709,0.4329953193664551,108.1875
SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW,left,10.345816069410834,0.835839866804083,0.40533286333084106,112.375,7.060547360444582,0.7419387931969207,0.5025719404220581,101.125
SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW,right,10.326956502769553,0.8381677406470471,0.4060494303703308,107.375,6.904874537840567,0.7066319243287018,0.5216175317764282,102.375
SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW,back,6.047305312491421,0.6452133324980661,0.5977588891983032,84.375,7.168877627235131,0.7073900959396093,0.591481626033783,79.5
Threshold_Bamboo_Ceramic_Soap_Dish,front,9.707824534112405,0.7851399800571225,0.25031840801239014,113.6875,11.803210689369932,0.8346658519752278,0.1932988166809082,117.5
Threshold_Bamboo_Ceramic_Soap_Dish,left,8.584643845035004,0.8159393216355392,0.43116408586502075,98.5625,6.645220443058593,0.717145026119678,0.6160693764686584,102.4375
Threshold_Bamboo_Ceramic_Soap_Dish,right,8.518581801848505,0.820361538035603,0.4337576627731323,101.625,10.147895179037743,0.8339986391143018,0.4206058382987976,103.5
Threshold_Bamboo_Ceramic_Soap_Dish,back,8.802194060119316,0.6717829949975136,0.4038121700286865,94.25,8.83812037675909,0.6688814477231981,0.4333040714263916,101.0625
Threshold_Basket_Natural_Finish_Fabric_Liner_Small,front,20.929001583389226,0.8190086475274196,0.07622342556715012,116.4375,10.051042983461329,0.7523912577076558,0.4222162961959839,108.3125
Threshold_Basket_Natural_Finish_Fabric_Liner_Small,left,8.19082751463827,0.7202330083186664,0.5444290637969971,100.6875,11.383032013250823,0.7344662453252125,0.4598502516746521,106.9375
Threshold_Basket_Natural_Finish_Fabric_Liner_Small,right,8.14810220069642,0.7215835462465768,0.5269200801849365,103.0,13.927638229961634,0.7657858335371142,0.41226524114608765,108.5
Threshold_Basket_Natural_Finish_Fabric_Liner_Small,back,11.455365688985172,0.6827685682005925,0.4726623296737671,100.9375,12.004498383551203,0.6908152174944189,0.5430821180343628,92.6875
Threshold_Porcelain_Teapot_White,front,34.73480799035128,0.9656807433151895,0.016897745430469513,106.875,8.846225122464572,0.7750404580138918,0.4432829022407532,104.5625
Threshold_Porcelain_Teapot_White,left,11.09086006202853,0.8345773353226017,0.4373519718647003,91.3125,9.777999044109055,0.7082324024512742,0.48193126916885376,78.0
